CustomerKey,Gender,Name,City,State,Country,Continent,Birthday
290166,Male,Nick Cannon,Peterborough,Ontario,Canada,North America,5/5/1980
290747,Female,Maria Entrekin,Calgary,Alberta,Canada,North America,7/30/1993
290812,Female,Suzanne Smith,Castlegar,British Columbia,Canada,North America,4/16/1988
290888,Male,Andrea Walker,Hamilton,Ontario,Canada,North America,7/20/1967
290918,Female,Stella Stanley,Oak Ridges,Ontario,Canada,North America,10/1/1994
291149,Male,Harold Cooper,Toronto,Ontario,Canada,North America,9/18/1951
291316,Female,Daisy Driscoll,Toronto,Ontario,Canada,North America,7/26/1952
291325,Female,Mildred Crowley,Toronto,Ontario,Canada,North America,8/12/1957
291356,Male,Fred Soto,Montreal,Quebec,Canada,North America,7/19/1972
291425,Male,Louie Morales,Montreal,Quebec,Canada,North America,5/29/1954
291743,Female,Doris Welch,Sayabec,Quebec,Canada,North America,5/26/1968
291843,Male,Harold Perez,Bonaventure,Quebec,Canada,North America,12/7/1975
291985,Female,Ann Collins,Toronto,Ontario,Canada,North America,5/15/1965
292054,Male,Danny Chappel,Toronto,Ontario,Canada,North America,7/24/1999
292203,Female,Elizabeth Evans,Toronto,Ontario,Canada,North America,7/6/1959
292261,Male,Douglas Helton,St Catharines,Ontario,Canada,North America,6/26/1993
292301,Female,Denise Watkins,Wolfe Island,Ontario,Canada,North America,6/7/1948
292395,Male,Richard Yee,Baie Ste Catherine,Quebec,Canada,North America,7/21/1993
292420,Male,Randy Blodgett,Red Deer,Alberta,Canada,North America,3/13/1988
292643,Female,Shawn Dunning,Victoria,British Columbia,Canada,North America,7/30/1972
292797,Female,Elissa Paulson,Barrie,Ontario,Canada,North America,1/18/1998
292812,Male,Jeffrey Warner,Port Coquitlam,British Columbia,Canada,North America,9/12/1954
292894,Female,Lillian Canada,Barrie,Ontario,Canada,North America,1/15/2001
292911,Female,Barbara Lopez,North Bay,Ontario,Canada,North America,5/16/1967
293139,Female,Jody Osterberg,Toronto,Ontario,Canada,North America,9/10/1950
293152,Male,Timothy Skaggs,Rossland,British Columbia,Canada,North America,8/12/1939
293167,Male,David Edgington,Village Green,Prince Edward Island,Canada,North America,9/7/1964
293369,Male,Glenn Huerta,Salmon Arm,British Columbia,Canada,North America,7/30/1989
293556,Female,Jean Dick,Weagamow,Ontario,Canada,North America,10/25/1954
293746,Female,Sharon Coburn,Vancouver,British Columbia,Canada,North America,5/11/1946
293936,Female,Janice Perkins,Montreal,Quebec,Canada,North America,5/25/1979
294123,Female,Silvia Alexander,Boucherville,Quebec,Canada,North America,3/19/1941
294189,Male,Robert Hernandez,Brock,Saskatchewan,Canada,North America,5/14/1981
294210,Female,Jodie Bell,Ottawa,Ontario,Canada,North America,12/31/1942
294433,Male,Michael Cox,Victoria,British Columbia,Canada,North America,4/21/1977
294505,Male,Nicholas Nadeau,Abbotsford,British Columbia,Canada,North America,5/9/1980
294837,Female,Peggy Vanish,Ottawa,Ontario,Canada,North America,3/5/1979
294871,Female,Rachel Fredette,Buckingham,Quebec,Canada,North America,3/5/1937
294877,Female,Holly Novello,Toronto,Ontario,Canada,North America,7/23/1999
295061,Male,James Dejesus,Toronto,Ontario,Canada,North America,2/12/1978
295071,Male,Nathan Wagner,Chalk River,Ontario,Canada,North America,1/27/1978
295102,Female,Dawn Mayfield,Weyburn,Saskatchewan,Canada,North America,1/15/1943
295279,Male,Damien Bush,Fort Mcmurray,Alberta,Canada,North America,8/22/1999
295597,Male,Ralph Martin,Winnipeg,Manitoba,Canada,North America,10/31/1967
296522,Male,James Rice,Vancouver,British Columbia,Canada,North America,3/8/1986
296584,Male,Edwin Cook,Mahone Bay,Nova Scotia,Canada,North America,6/7/1989
296620,Female,Felicia Moberly,Toronto,Ontario,Canada,North America,4/15/1964
297418,Female,Sherie Gibbs,Malton,Ontario,Canada,North America,2/24/1992
297462,Male,Heath Byrd,Kitchener,Ontario,Canada,North America,1/14/1950
297674,Male,Fred Jenkins,Montreal,Quebec,Canada,North America,2/26/1985
298153,Female,Marie Samson,Burnaby,British Columbia,Canada,North America,11/17/1961
298606,Female,Rosario Gomez,Provost,Alberta,Canada,North America,3/4/1943
298661,Male,Jerry Grantham,Taylor,British Columbia,Canada,North America,5/2/1965
299057,Female,Jackie Braun,Black Lake,Quebec,Canada,North America,1/29/1957
299061,Male,Patrick Reid,Prince George,British Columbia,Canada,North America,6/2/1971
299334,Female,Laurie Pooley,Toronto,Ontario,Canada,North America,5/22/1989
299724,Female,Rebecca Kruse,Edmonton,Alberta,Canada,North America,3/16/1977
299741,Female,Marilyn Lundy,Kaslo,British Columbia,Canada,North America,3/11/2001
299823,Female,Karen Brown,Regina,Saskatchewan,Canada,North America,11/2/1996
299860,Female,Ellen Daniel,Cassiar,British Columbia,Canada,North America,5/22/1974
300044,Male,Derrick Flaherty,Streetsville,Ontario,Canada,North America,6/5/1942
300324,Male,Andres Morales,Calgary,Alberta,Canada,North America,8/23/1982
300336,Female,Marquita Lundberg,Sault Ste Marie,Ontario,Canada,North America,3/12/1983
300409,Male,Frank Loden,Toronto,Ontario,Canada,North America,12/7/1975
300543,Male,Gail George,Nampa,Alberta,Canada,North America,2/14/1950
300736,Male,James McMillen,Cobourg,Ontario,Canada,North America,6/14/1991
300844,Male,Christian Larsen,Niagara Falls,Ontario,Canada,North America,4/21/1946
301063,Female,Patricia Jones,Ottawa,Ontario,Canada,North America,5/30/1956
301425,Female,Shawna Vick,Toronto,Ontario,Canada,North America,7/7/1947
301503,Male,Richard Hopkins,Burnaby,British Columbia,Canada,North America,7/7/1944
301521,Female,Rebbecca Gayle,Herschel,Saskatchewan,Canada,North America,4/10/1984
301704,Female,Barbara Navarro,Trois Rivieres,Quebec,Canada,North America,8/6/1949
301736,Female,Josephine McDaniel,Montreal,Quebec,Canada,North America,2/13/1951
301925,Female,Maryann Johnson,St Albert,Alberta,Canada,North America,8/7/1999
302130,Male,Scott Ramirez,Toronto,Ontario,Canada,North America,4/12/1992
302229,Male,James Frey,Gibsons,British Columbia,Canada,North America,5/15/1939
302416,Female,Patti Wright,Burlington,Ontario,Canada,North America,5/1/1972
302427,Male,John Sommerfield,Thetford Mines,Quebec,Canada,North America,10/7/1953
302571,Male,Carl Campbell,Pont Rouge,Quebec,Canada,North America,1/6/1957
302582,Female,Kristan Wilmes,Windsor,Ontario,Canada,North America,10/8/1938
302645,Male,Eric Ortez,Brockville,Ontario,Canada,North America,11/7/1985
302755,Male,Anthony Buchanan,Guelph,Ontario,Canada,North America,10/3/1950
302990,Male,Larry Branson,Brampton,Ontario,Canada,North America,8/24/1955
303085,Male,Willie Olson,Toronto,Ontario,Canada,North America,10/9/1979
303116,Female,Mary Schwager,Campbell River,British Columbia,Canada,North America,5/1/1949
303506,Female,Gloria Cushman,Toronto,Ontario,Canada,North America,7/26/2000
303771,Female,Marla Vincent,Edmonton,Alberta,Canada,North America,2/11/1962
303782,Female,Florence Manriquez,Iroquois,Ontario,Canada,North America,1/29/1976
303921,Male,John Orozco,Red Deer,Alberta,Canada,North America,8/6/1962
304034,Female,Jodie Crawford,Toronto,Ontario,Canada,North America,12/25/1975
304221,Male,Linwood Hudson,Red Lake,Ontario,Canada,North America,3/7/1948
304323,Female,Lisa Springer,Edmonton,Alberta,Canada,North America,4/13/1981
304576,Male,Ryan Cole,Indian Head,Saskatchewan,Canada,North America,5/19/1936
304600,Female,Kyra Johnson,Winnipeg,Manitoba,Canada,North America,8/16/1983
304669,Male,Robert Roberts,Edmonton,Alberta,Canada,North America,7/13/1953
304863,Male,Kory Menard,Vancouver,British Columbia,Canada,North America,9/22/1976
305010,Male,Bruce Lavin,Brantford,Ontario,Canada,North America,11/29/1974
305074,Male,Leroy Langford,St Jerome,Quebec,Canada,North America,4/15/1944
305153,Male,Peter Goodnight,Swift Current,Saskatchewan,Canada,North America,9/23/1977
305212,Male,Nathanael Gutierrez,Grande Entree,Quebec,Canada,North America,2/13/1935
305226,Male,Patrick Brown,Kanata,Ontario,Canada,North America,1/16/1975
305321,Male,Wilbur Clay,Regina,Saskatchewan,Canada,North America,5/3/2000
305349,Male,David Grow,Surrey,British Columbia,Canada,North America,9/8/1972
305369,Female,Gail McCulley,Edmonton,Alberta,Canada,North America,9/21/1995
305827,Female,Vivian Roberts,Surrey,British Columbia,Canada,North America,5/13/1944
305926,Male,Timothy Rodriguez,Chicoutimi,Quebec,Canada,North America,9/2/1983
305956,Female,Nancie Chestnut,Montreal,Quebec,Canada,North America,1/21/1937
305962,Male,David Beegle,Ottawa,Ontario,Canada,North America,5/4/1989
306301,Male,Daniel Bray,Fox Creek,Alberta,Canada,North America,3/9/1965
306354,Female,Millie Chase,Midland,Ontario,Canada,North America,10/4/1944
306444,Male,Ronald Lashbrook,Hull,Quebec,Canada,North America,5/30/1975
306521,Female,Kelly Primus,Toronto,Ontario,Canada,North America,3/31/1939
306809,Male,David Daniel,Cambray,Ontario,Canada,North America,10/9/2000
307023,Male,Samuel Moore,Montreal,Quebec,Canada,North America,4/22/1991
307316,Male,David Smith,Chilliwack,British Columbia,Canada,North America,12/31/1996
307595,Male,Steven Duncan,Humboldt,Saskatchewan,Canada,North America,11/30/1979
307671,Female,Marlene Cowley,Calgary,Alberta,Canada,North America,5/24/1993
307703,Female,Laura Anderson,Lloydminster,Alberta,Canada,North America,2/11/2001
307767,Female,Crissy McCollum,Beeton,Ontario,Canada,North America,4/19/1944
307838,Male,James Gustafson,Valleyfield,Quebec,Canada,North America,5/10/1960
307907,Female,Myrtle Giles,St Jerome,Quebec,Canada,North America,4/1/1999
308410,Male,Pedro Wade,Montreal,Quebec,Canada,North America,4/6/1981
308450,Male,Eric McCain,Victoria,British Columbia,Canada,North America,1/22/1993
308523,Female,Tina Frost,Wadena,Saskatchewan,Canada,North America,9/25/1958
308690,Female,Patricia Hamilton,Toronto,Ontario,Canada,North America,10/30/1993
308716,Female,Bernadette Nunez,Unionville,Ontario,Canada,North America,7/17/1966
308773,Female,Sharon Calhoun,Red Deer,Alberta,Canada,North America,11/27/2001
308825,Female,Linda Vancleave,London,Ontario,Canada,North America,11/8/1983
308827,Female,Diane Newman,Toronto,Ontario,Canada,North America,6/30/1963
308834,Male,Anthony Andrews,London,Ontario,Canada,North America,3/3/1959
308920,Male,Weldon Tetreault,Victoria,British Columbia,Canada,North America,10/10/1973
309028,Female,Aletha Pam,Woodstock,Ontario,Canada,North America,8/12/1975
309363,Male,Dale Dash,Herschel,Saskatchewan,Canada,North America,10/8/1997
309667,Female,Margorie Jones,Barrie,Ontario,Canada,North America,7/19/1976
309829,Male,Donald Pasco,Lytton,British Columbia,Canada,North America,3/20/1936
309936,Female,Margaret Osborn,Toronto,Ontario,Canada,North America,2/27/1945
309994,Female,Jo Ebert,Chalk River,Ontario,Canada,North America,4/17/1965
310143,Male,Glenn Cisneros,Wabigoon,Ontario,Canada,North America,9/27/1936
310464,Female,Megan Miller,Toronto,Ontario,Canada,North America,4/28/1964
310622,Male,Paul Perez,New Westminster,British Columbia,Canada,North America,6/20/1940
310707,Male,Willie Wallace,Montreal,Quebec,Canada,North America,3/15/1981
310779,Female,Maria Brown,Barrie,Ontario,Canada,North America,7/3/1988
310815,Female,Amber Khan,Toronto,Ontario,Canada,North America,12/31/1998
310861,Male,Gerard Carty,Princeton,British Columbia,Canada,North America,12/8/1964
311312,Female,Jean Zuniga,Moose Jaw,Saskatchewan,Canada,North America,11/22/1958
311393,Female,Nancy Steele,Cooksville,Ontario,Canada,North America,3/12/1977
311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,6/13/1948
311539,Female,Meredith Lewis,St Gregoire De Nicolet,Quebec,Canada,North America,4/25/1950
311561,Female,Velda Hicks,Montreal,Quebec,Canada,North America,2/17/1950
311575,Male,Patrick Vue,Riviere Heva,Quebec,Canada,North America,1/27/1949
311640,Female,Jodi Iverson,Moncton,New Brunswick,Canada,North America,3/11/1948
311659,Male,Curtis Richardson,Thornhill,Ontario,Canada,North America,9/12/1954
311789,Female,Helga Alamo,Peace River,Alberta,Canada,North America,7/1/1943
311805,Female,Mariann Brock,Williams Lake,British Columbia,Canada,North America,11/19/1950
311842,Male,Roger Laporte,Ottawa,Ontario,Canada,North America,1/18/1958
311990,Male,Herbert Harry,Hamilton,Ontario,Canada,North America,2/14/1964
312067,Female,Donna Johnson,Longueuil,Quebec,Canada,North America,6/23/1948
312249,Male,Melvin Wood,Malton,Ontario,Canada,North America,3/9/1943
312359,Female,Tara Garcia,Barrhead,Alberta,Canada,North America,1/26/1987
312368,Female,Cathy Jasso,Toronto,Ontario,Canada,North America,5/25/1936
312432,Male,Mark Hammond,St Hyacinthe,Quebec,Canada,North America,8/12/2001
312519,Male,Steven Smith,St Germain De Grantham,Quebec,Canada,North America,1/12/1988
312530,Female,Denise Valencia,Barrie,Ontario,Canada,North America,6/28/1985
312608,Female,Mildred Jones,Toronto,Ontario,Canada,North America,5/2/1957
312652,Male,Steve Baker,Campbellford,Ontario,Canada,North America,3/15/1973
312676,Female,Vivian Conlon,Montreal,Quebec,Canada,North America,1/5/1960
312796,Female,Margaret Bowen,Huntsville,Ontario,Canada,North America,7/5/1998
313127,Male,William Baker,Cooksville,Ontario,Canada,North America,8/20/1982
313269,Male,James Wolfe,Oliver,British Columbia,Canada,North America,10/19/1960
313568,Male,William Battle,Moonbeam,Ontario,Canada,North America,5/9/1935
313633,Female,Janet Hayden,Hall Beach,Nunavut,Canada,North America,7/27/1964
313652,Male,Gregory Morris,Craigmyle,Alberta,Canada,North America,3/8/1966
313925,Male,Clinton Parks,Toronto,Ontario,Canada,North America,2/12/1948
313968,Male,Christopher Kemp,Burnaby,British Columbia,Canada,North America,5/19/1966
314133,Female,Dalia Gaylord,Deux Rivieres,Ontario,Canada,North America,10/7/1995
314239,Male,Pierre Castaneda,Montreal,Quebec,Canada,North America,4/23/1947
314334,Male,Ramon Martinez,Calgary,Alberta,Canada,North America,6/26/1943
314470,Female,Georgia Roberts,Windsor,Ontario,Canada,North America,1/17/1969
314531,Male,John McReynolds,Montreal,Quebec,Canada,North America,2/8/1954
314545,Female,Dessie Jaeger,Ottawa,Ontario,Canada,North America,5/25/1965
314740,Female,Phyllis Pruitt,Montreal,Quebec,Canada,North America,1/15/1939
314877,Male,Roger Griffith,Toronto,Ontario,Canada,North America,10/19/2000
315096,Male,Johnny Clarke,Trois Riviere,Quebec,Canada,North America,5/15/1936
315108,Female,Sally Erwin,Kimberley,British Columbia,Canada,North America,5/15/1958
315445,Female,Nadine Durand,Brantford,Ontario,Canada,North America,7/13/1968
315725,Female,Paula McMichael,Toronto,Ontario,Canada,North America,4/2/1939
315729,Female,Janet Bishop,Whistler,British Columbia,Canada,North America,5/12/1939
315768,Female,Shirley Starling,St Gedeon De Beauce,Quebec,Canada,North America,8/24/1959
316235,Female,Sharon Richardson,Windsor,Ontario,Canada,North America,8/30/1946
316341,Male,Beau Miller,Edson,Alberta,Canada,North America,9/16/1973
316425,Female,Amanda Salcedo,Cranbrook,British Columbia,Canada,North America,10/30/1950
316485,Female,Mary Parshall,Rolphton,Ontario,Canada,North America,3/28/1977
316518,Female,Jackie Hubbard,Okotoks,Alberta,Canada,North America,12/9/1968
316566,Male,Darren Gossett,Calgary,Alberta,Canada,North America,1/17/1948
317143,Male,Eric Goodman,Kelowna,British Columbia,Canada,North America,1/17/1979
317235,Female,Irene Bodkin,Regina,Saskatchewan,Canada,North America,4/24/1986
317259,Male,Tommy Luttrell,Owen Sound,Ontario,Canada,North America,12/11/1943
317276,Female,Danielle Lindeman,Thornhill,Ontario,Canada,North America,12/28/1981
317620,Female,Lesli Divito,Windsor,Ontario,Canada,North America,12/13/1940
317894,Male,Ryan Zavala,Balmertown,Ontario,Canada,North America,5/28/1991
317971,Male,Roy Klar,Barrie,Ontario,Canada,North America,3/29/1940
318016,Male,Anthony Warrick,Ottawa,Ontario,Canada,North America,1/3/1975
318058,Female,Nicole Weber,Lethbridge,Alberta,Canada,North America,10/1/1964
318123,Male,Ronald Cleghorn,Edmonton,Alberta,Canada,North America,6/16/1999
318856,Male,Jeffery Carter,Wyoming,Ontario,Canada,North America,9/25/1976
318893,Female,Kelli Roberts,Kaslo,British Columbia,Canada,North America,7/9/1962
318902,Female,Thelma Pendergraft,Toronto,Ontario,Canada,North America,9/29/1961
318935,Male,Marc Jessee,Alexandra,Prince Edward Island,Canada,North America,6/24/1977
318980,Female,Carmel Perez,Calgary,Alberta,Canada,North America,9/22/1960
319137,Female,Joan Santana,Toronto,Ontario,Canada,North America,6/27/1993
319202,Female,Laura Diaz,Calgary,Alberta,Canada,North America,3/29/1938
319477,Female,Victoria Coffey,White River,Ontario,Canada,North America,7/16/1944
319579,Female,Cheryl McBride,Vegreville,Alberta,Canada,North America,11/15/1966
319689,Female,Mary Paschke,Vancouver,British Columbia,Canada,North America,1/7/1972
319845,Female,Terri Wheeler,Kamloops,British Columbia,Canada,North America,7/11/1981
320030,Female,Sandra Seymore,Thessalon,Ontario,Canada,North America,6/5/1966
320073,Male,Jose Pigg,Quebec,Quebec,Canada,North America,6/11/1983
320314,Male,Bill Stack,Vancouver,British Columbia,Canada,North America,11/12/1946
320342,Female,Thresa Marx,Repulse Bay,Nunavut,Canada,North America,4/12/1978
320355,Male,Steve Corral,Toronto,Ontario,Canada,North America,5/4/1958
320652,Female,Lisa Jimenez,Toronto,Ontario,Canada,North America,3/31/1992
320854,Female,Janie Berry,Calgary,Alberta,Canada,North America,3/6/1946
320919,Female,Pamela Garvey,Surrey,British Columbia,Canada,North America,12/12/1953
320954,Female,Christine Lawyer,Surrey,British Columbia,Canada,North America,7/27/1966
321221,Female,Karen White,Vancouver,British Columbia,Canada,North America,9/9/1953
321291,Male,Donald Dolby,Elfros,Saskatchewan,Canada,North America,7/13/1968
321310,Female,Heather Collins,Sault Ste Marie,Ontario,Canada,North America,3/19/1937
321313,Female,Beatrice Taylor,Vancouver,British Columbia,Canada,North America,3/3/1981
321432,Female,Veronika Jackson,Toronto,Ontario,Canada,North America,7/19/1942
321501,Male,Theodore Lamar,Ottawa,Ontario,Canada,North America,10/26/1962
321675,Female,Claire Nye,Montreal,Quebec,Canada,North America,3/23/2001
321814,Female,Eula Rosales,Hespeler,Ontario,Canada,North America,7/23/1950
321954,Male,James Todd,London,Ontario,Canada,North America,6/21/1940
322136,Female,Michele Wang,Toronto,Ontario,Canada,North America,5/23/1946
322186,Male,James Gutierrez,Lutselk'e,Northwest Territories,Canada,North America,4/12/1969
322486,Male,Maurice Zarate,New Westminster,British Columbia,Canada,North America,5/8/1945
322558,Female,Helen Cooper,St Catharines,Ontario,Canada,North America,4/19/1981
322616,Male,Ricky Gibson,Calgary,Alberta,Canada,North America,3/19/1994
322714,Female,Mary Killingsworth,Quebec,Quebec,Canada,North America,3/23/1993
322734,Female,Elizabeth Cox,Ottawa,Ontario,Canada,North America,8/21/1989
322806,Male,Joshua Free,Victoria,British Columbia,Canada,North America,5/26/1992
322907,Female,Carol Heintz,Sherbrooke,Quebec,Canada,North America,1/20/1973
322936,Female,Brenda Diehl,Lachute,Quebec,Canada,North America,5/10/1945
322971,Male,Melvin Butler,Unionville,Ontario,Canada,North America,12/5/1984
323084,Male,Stephen Norton,Burnaby,British Columbia,Canada,North America,7/14/1952
323119,Male,James Adame,Victoria,British Columbia,Canada,North America,1/25/1997
323150,Male,William Ellenberger,Standard,Alberta,Canada,North America,8/26/1979
323390,Female,Jacqueline Bonfiglio,Montreal,Quebec,Canada,North America,7/5/1944
323542,Male,Leonard Lavigne,Fond Du Lac,Saskatchewan,Canada,North America,4/22/1968
323653,Female,Marian Erwin,Orillia,Ontario,Canada,North America,5/22/1956
323898,Male,Jerry Marshall,Wawa,Ontario,Canada,North America,7/29/1947
324149,Female,Joan Cox,Stoney Creek,Ontario,Canada,North America,10/8/2000
324163,Male,Virgil Soto,Kitchener,Ontario,Canada,North America,1/18/1999
324511,Female,Michelle Martin,Brantford,Ontario,Canada,North America,12/11/1964
324541,Female,Cecelia Ayers,Calgary,Alberta,Canada,North America,7/20/1975
324575,Male,Scott Hill,Musquodoboit Harbour,Nova Scotia,Canada,North America,1/30/1953
324582,Male,Raymond Crawford,Mont Louis,Quebec,Canada,North America,4/11/1968
325088,Female,Darlena Garcia,Dodsland,Saskatchewan,Canada,North America,12/2/1960
325116,Female,Christine Maysonet,Toronto,Ontario,Canada,North America,1/29/1983
325443,Female,Andrea Collins,North Bay,Ontario,Canada,North America,7/31/1975
325564,Male,Robert McCrady,North Bay,Ontario,Canada,North America,6/9/1948
325920,Male,Charles Floyd,Beauharnois,Quebec,Canada,North America,6/7/1991
325936,Female,Thelma Liedtke,Chicoutimi,Quebec,Canada,North America,3/30/1985
326086,Male,Jose Backlund,Coutts,Alberta,Canada,North America,7/28/1992
326173,Male,Glen Johnson,Calgary,Alberta,Canada,North America,7/4/1965
326244,Male,Benjamin Flowers,Montreal,Quebec,Canada,North America,5/20/1965
326292,Female,Joyce Cerny,Elliot Lake,Ontario,Canada,North America,7/30/1985
326396,Female,Elaine Dyson,St Odilon De Cranbourne,Quebec,Canada,North America,10/27/1980
326510,Male,Christopher Jeanlouis,Burlington,Ontario,Canada,North America,5/8/1985
326829,Female,Frances Warren,Fort Langley,British Columbia,Canada,North America,5/21/1976
326924,Female,Rebecca Bennett,Torrington,Alberta,Canada,North America,8/30/1966
327037,Female,Willie Johnson,Richmond,British Columbia,Canada,North America,10/2/1941
327053,Female,Catherine Christian,Oliver,British Columbia,Canada,North America,9/12/1969
327378,Male,Ray Kendrick,Toronto,Ontario,Canada,North America,11/10/1987
327514,Male,Timothy Hager,Ste Anne Des Monts,Quebec,Canada,North America,1/3/2001
327832,Female,Patricia Barnwell,St Honore De Temiscouata,Quebec,Canada,North America,3/27/1985
327878,Female,Sylvia Shultz,Erin Mills,Ontario,Canada,North America,9/19/1968
327942,Female,Ann Neely,Rainbow Lake,Alberta,Canada,North America,4/10/1983
328265,Female,Florence Ferguson,Port Renfrew,British Columbia,Canada,North America,4/27/1976
328350,Male,Michael Duke,Cardinal,Ontario,Canada,North America,12/26/1999
328534,Female,Helen Louque,Irricana,Alberta,Canada,North America,7/7/2000
328714,Female,Karol Alling,Toronto,Ontario,Canada,North America,4/7/1964
328872,Female,Angela Powers,Montreal,Quebec,Canada,North America,8/2/1948
328915,Female,Eloise McCall,Oshawa,Ontario,Canada,North America,9/29/1996
328988,Female,Dorothy Carlson,Meadow Lake,Saskatchewan,Canada,North America,7/13/1965
329056,Female,Angela Gay,London,Ontario,Canada,North America,9/28/1944
329216,Male,Peter Anderson,Burgessville,Ontario,Canada,North America,10/27/1991
329348,Female,Millicent Hopkins,Port Coquitlam,British Columbia,Canada,North America,8/20/1962
329350,Female,Erin Dick,Eastman,Quebec,Canada,North America,11/22/1993
329514,Male,Shawn Brown,Burnaby,British Columbia,Canada,North America,6/4/1974
329570,Female,Rosa Vanover,Kelowna,British Columbia,Canada,North America,4/6/1974
329620,Male,Robert Green,Wekweti,Northwest Territories,Canada,North America,4/13/1968
329905,Female,Clara McCann,Calgary,Alberta,Canada,North America,4/6/1994
330125,Female,Elisa Whitmer,Toronto,Ontario,Canada,North America,11/15/1964
330150,Male,Tim Sander,Sault Ste Marie,Ontario,Canada,North America,5/2/1976
330981,Female,Cora Williams,Orillia,Ontario,Canada,North America,3/9/1959
331199,Female,Marsha Ramos,Grassland,Alberta,Canada,North America,2/26/1941
331277,Male,William Rochelle,Calgary,Alberta,Canada,North America,5/25/1993
331280,Female,Carmen Drysdale,Belleville,Ontario,Canada,North America,4/14/1945
331822,Male,Brian Gulley,Victoria,British Columbia,Canada,North America,6/26/1987
331910,Female,Lisa Clatterbuck,Elsa,Yukon,Canada,North America,3/21/1996
331914,Female,Phyllis Fortner,MITCHELL,Ontario,Canada,North America,4/25/1960
331947,Female,Donna Asuncion,Victoria,British Columbia,Canada,North America,9/6/1990
331990,Female,Megan Rayborn,Kitchener,Ontario,Canada,North America,8/18/1961
332217,Female,Margaret West,Inverary,Ontario,Canada,North America,4/2/1992
332332,Male,Todd Flores,White Rock,British Columbia,Canada,North America,5/17/1952
332616,Male,Jesse Dowd,D'arcy,British Columbia,Canada,North America,4/23/1984
332635,Female,Margarete Crittenden,St Catharines,Ontario,Canada,North America,6/4/1998
333209,Female,Patricia Christensen,Regina,Saskatchewan,Canada,North America,7/14/1979
333259,Male,Scott Easterday,Toronto,Ontario,Canada,North America,8/14/1993
333330,Male,Frank Brown,Milford Bay,Ontario,Canada,North America,3/29/1985
333496,Male,Derrick Louviere,Toronto,Ontario,Canada,North America,11/27/1955
333545,Male,Brandon Good,Abbotsford,British Columbia,Canada,North America,9/27/1944
333575,Male,John Vaughn,Hamilton,Ontario,Canada,North America,6/17/1959
333599,Female,Frankie Langley,Toronto,Ontario,Canada,North America,1/6/1969
333846,Male,Jayson Stone,Montreal,Quebec,Canada,North America,2/6/1993
333848,Female,Jodi Kelly,Vancouver,British Columbia,Canada,North America,9/30/1997
333861,Female,Heather Castillo,Chatham,Ontario,Canada,North America,9/17/1953
333927,Female,Cynthia Reed,Peace River,Alberta,Canada,North America,5/30/1983
333947,Male,Marshall Griffin,Kelowna,British Columbia,Canada,North America,4/26/1988
334155,Male,Jason Stewart,Agassiz,British Columbia,Canada,North America,5/9/1962
334231,Male,Donald Wilson,Calgary,Alberta,Canada,North America,7/5/1982
334483,Male,Michael McGee,Algoma Mills,Ontario,Canada,North America,6/4/1971
334491,Male,Philip Keller,Toronto,Ontario,Canada,North America,5/19/1974
334760,Male,Richard Martinez,Ste Rose De Watford,Quebec,Canada,North America,12/23/1946
334903,Male,Thomas Rodriguez,Edmonton,Alberta,Canada,North America,2/7/2001
334926,Female,Laura Eckhoff,Duncan,British Columbia,Canada,North America,7/22/1976
334975,Male,Johnathon Franks,Maynooth,Ontario,Canada,North America,1/6/1965
335012,Male,Carl Lawson,Victoria,British Columbia,Canada,North America,8/1/1992
335032,Female,Mozell Roberts,Huntsville,Ontario,Canada,North America,8/22/1979
335384,Male,David Triplett,Gander,Newfoundland and Labrador,Canada,North America,2/5/1987
335432,Male,Donald Engstrom,Toronto,Ontario,Canada,North America,6/27/1943
336053,Male,Demetrius Bowman,Toronto,Ontario,Canada,North America,4/3/1946
336090,Male,Daniel Sutton,Montreal,Quebec,Canada,North America,2/7/1945
336182,Male,Stephen Kreps,Edmonton,Alberta,Canada,North America,4/24/2000
336239,Male,Leon Barbosa,Windsor,Ontario,Canada,North America,8/18/1957
336267,Female,Linnea Burleson,Red Deer,Alberta,Canada,North America,3/30/1952
336290,Female,Lynda Lentz,Malton,Ontario,Canada,North America,7/28/1985
336348,Male,Jonathan Johnson,Ottawa,Ontario,Canada,North America,10/26/1981
336525,Male,Richard Bell,St Fulgence,Quebec,Canada,North America,11/10/1994
336562,Male,Daniel Roberson,Toronto,Ontario,Canada,North America,10/21/1948
336582,Male,Robert Huffman,Montreal,Quebec,Canada,North America,6/18/1950
337002,Male,Bernard Self,Richmond Hill,Ontario,Canada,North America,9/5/1954
337518,Female,Cecilia Downs,Vancouver,British Columbia,Canada,North America,2/23/1959
337589,Female,Adrienne Soriano,Carmangay,Alberta,Canada,North America,8/8/2001
337629,Female,Shelly Knoll,Ridgetown,Ontario,Canada,North America,7/4/1943
337695,Female,Lucila Yagi,Edmonton,Alberta,Canada,North America,11/9/1982
337764,Male,Richard Reyna,Woodbridge,Ontario,Canada,North America,11/9/1938
337783,Female,Genevieve Klos,Montreal,Quebec,Canada,North America,7/22/1987
337850,Female,Gena Aman,Lac La Hache,British Columbia,Canada,North America,6/28/1991
337903,Female,Janie Molina,Orillia,Ontario,Canada,North America,7/20/1951
338278,Male,Levi Ochoa,New Westminster,British Columbia,Canada,North America,8/6/1993
